,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
830,830,830,2023-04-19,55,41,22,0.0,15.6,22.4,9.6,2.4,7.8,947.5,1,944.2,4.6,11.8,78.0,1.9,948.6,0.0,9.3,94.0,1.6,949.0,0.0,12.4,73.0,1.3
831,831,831,2023-04-20,99,78,44,4.6,11.8,16.4,8.4,1.9,6.8,944.2,1,948.6,0.0,9.3,94.0,1.6,949.0,0.0,12.4,73.0,1.3,945.1,1.0,14.5,70.0,1.8
832,832,832,2023-04-21,99,94,83,0.0,9.3,10.8,8.1,1.6,5.4,948.6,1,949.0,0.0,12.4,73.0,1.3,945.1,1.0,14.5,70.0,1.8,941.8,3.3,15.7,42.0,2.1
833,833,833,2023-04-22,99,73,48,0.0,12.4,17.0,6.5,1.3,4.5,949.0,1,945.1,1.0,14.5,70.0,1.8,941.8,3.3,15.7,42.0,2.1,943.0,0.0,14.0,37.0,2.0
834,834,834,2023-04-23,96,70,48,1.0,14.5,20.8,9.2,1.8,6.6,945.1,1,941.8,3.3,15.7,42.0,2.1,943.0,0.0,14.0,37.0,2.0,947.8,0.0,13.7,48.0,1.6
835,835,835,2023-04-24,98,42,14,3.3,15.7,23.1,7.0,2.1,7.4,941.8,1,943.0,0.0,14.0,37.0,2.0,947.8,0.0,13.7,48.0,1.6,951.1,0.0,15.0,50.0,1.9
836,836,836,2023-04-25,58,37,23,0.0,14.0,20.6,7.9,2.0,7.8,943.0,1,947.8,0.0,13.7,48.0,1.6,951.1,0.0,15.0,50.0,1.9,951.8,0.0,15.6,61.0,1.7
837,837,837,2023-04-26,65,48,32,0.0,13.7,19.9,7.2,1.6,6.3,947.8,1,951.1,0.0,15.0,50.0,1.9,951.8,0.0,15.6,61.0,1.7,948.8,3.6,15.4,76.0,1.4
838,838,838,2023-04-27,66,50,35,0.0,15.0,21.0,9.4,1.9,6.5,951.1,1,951.8,0.0,15.6,61.0,1.7,948.8,3.6,15.4,76.0,1.4,949.2,88.5,12.7,97.0,2.5
839,839,839,2023-04-28,90,61,37,0.0,15.6,22.6,10.7,1.7,6.7,951.8,1,948.8,3.6,15.4,76.0,1.4,949.2,88.5,12.7,97.0,2.5,949.3,64.7,10.0,99.0,2.1
840,840,840,2023-04-29,95,76,51,3.6,15.4,20.8,10.4,1.4,6.2,948.8,1,949.2,88.5,12.7,97.0,2.5,949.3,64.7,10.0,99.0,2.1,950.8,7.4,13.7,72.0,1.8
841,841,841,2023-04-30,99,97,88,88.5,12.7,14.8,10.3,2.5,9.0,949.2,1,949.3,64.7,10.0,99.0,2.1,950.8,7.4,13.7,72.0,1.8,954.5,0.0,14.9,69.0,1.7
842,842,842,2023-05-01,99,99,99,64.7,10.0,11.1,8.4,2.1,11.0,949.3,1,950.8,7.4,13.7,72.0,1.8,954.5,0.0,14.9,69.0,1.7,955.0,0.0,16.2,64.0,1.7
843,843,843,2023-05-02,99,72,35,7.4,13.7,21.0,8.2,1.8,7.5,950.8,1,954.5,0.0,14.9,69.0,1.7,955.0,0.0,16.2,64.0,1.7,953.2,0.0,18.0,69.0,1.5
844,844,844,2023-05-03,98,69,38,0.0,14.9,20.9,8.8,1.7,5.2,954.5,1,955.0,0.0,16.2,64.0,1.7,953.2,0.0,18.0,69.0,1.5,950.5,0.6,18.3,71.0,2.0
845,845,845,2023-05-04,77,64,46,0.0,16.2,21.1,10.7,1.7,5.9,955.0,1,953.2,0.0,18.0,69.0,1.5,950.5,0.6,18.3,71.0,2.0,951.4,2.8,16.4,85.0,1.3
846,846,846,2023-05-05,85,69,50,0.0,18.0,23.0,14.7,1.5,5.8,953.2,1,950.5,0.6,18.3,71.0,2.0,951.4,2.8,16.4,85.0,1.3,952.8,0.7,16.7,75.0,1.7
847,847,847,2023-05-06,93,71,50,0.6,18.3,24.0,13.7,2.0,6.4,950.5,1,951.4,2.8,16.4,85.0,1.3,952.8,0.7,16.7,75.0,1.7,950.2,2.6,15.4,90.0,1.6
848,848,848,2023-05-07,99,85,58,2.8,16.4,21.7,12.7,1.3,5.4,951.4,1,952.8,0.7,16.7,75.0,1.7,950.2,2.6,15.4,90.0,1.6,946.2,0.2,13.9,87.0,2.1
849,849,849,2023-05-08,94,75,42,0.7,16.7,23.1,12.8,1.7,6.0,952.8,1,950.2,2.6,15.4,90.0,1.6,946.2,0.2,13.9,87.0,2.1,945.0,2.9,13.5,69.0,2.3
850,850,850,2023-05-09,99,90,75,2.6,15.4,18.0,13.7,1.6,4.9,950.2,1,946.2,0.2,13.9,87.0,2.1,945.0,2.9,13.5,69.0,2.3,947.2,17.3,10.2,91.0,1.6
851,851,851,2023-05-10,99,87,58,0.2,13.9,18.1,11.0,2.1,9.1,946.2,1,945.0,2.9,13.5,69.0,2.3,947.2,17.3,10.2,91.0,1.6,950.3,2.8,12.1,78.0,1.7
852,852,852,2023-05-11,95,69,30,2.9,13.5,20.7,9.4,2.3,10.7,945.0,1,947.2,17.3,10.2,91.0,1.6,950.3,2.8,12.1,78.0,1.7,947.0,7.6,12.6,78.0,1.7
853,853,853,2023-05-12,99,91,70,17.3,10.2,13.7,8.1,1.6,8.2,947.2,1,950.3,2.8,12.1,78.0,1.7,947.0,7.6,12.6,78.0,1.7,943.4,0.0,14.6,60.0,2.4
854,854,854,2023-05-13,99,78,52,2.8,12.1,17.4,8.6,1.7,8.1,950.3,1,947.0,7.6,12.6,78.0,1.7,943.4,0.0,14.6,60.0,2.4,941.3,0.0,15.0,56.0,2.5
855,855,855,2023-05-14,99,78,45,7.6,12.6,19.1,8.9,1.7,6.8,947.0,1,943.4,0.0,14.6,60.0,2.4,941.3,0.0,15.0,56.0,2.5,948.0,14.0,11.5,83.0,2.0
856,856,856,2023-05-15,82,60,31,0.0,14.6,21.4,8.9,2.4,8.9,943.4,1,941.3,0.0,15.0,56.0,2.5,948.0,14.0,11.5,83.0,2.0,952.2,0.6,12.1,80.0,2.0
857,857,857,2023-05-16,68,56,34,0.0,15.0,20.6,10.9,2.5,8.6,941.3,1,948.0,14.0,11.5,83.0,2.0,952.2,0.6,12.1,80.0,2.0,952.2,64.6,10.3,99.0,2.2
858,858,858,2023-05-17,96,83,59,14.0,11.5,14.0,8.4,2.0,8.2,948.0,1,952.2,0.6,12.1,80.0,2.0,952.2,64.6,10.3,99.0,2.2,949.8,69.2,11.0,99.0,3.1
859,859,859,2023-05-18,95,80,66,0.6,12.1,14.7,8.7,2.0,8.2,952.2,1,952.2,64.6,10.3,99.0,2.2,949.8,69.2,11.0,99.0,3.1,949.6,55.2,13.5,96.0,2.4
860,860,860,2023-05-19,99,99,95,64.6,10.3,11.4,9.3,2.2,10.3,952.2,1,949.8,69.2,11.0,99.0,3.1,949.6,55.2,13.5,96.0,2.4,949.9,1.2,17.0,73.0,2.1
861,861,861,2023-05-20,99,99,99,69.2,11.0,12.0,9.3,3.1,8.8,949.8,1,949.6,55.2,13.5,96.0,2.4,949.9,1.2,17.0,73.0,2.1,948.9,0.0,19.6,52.0,2.2
862,862,862,2023-05-21,99,96,85,55.2,13.5,15.6,12.0,2.4,7.2,949.6,1,949.9,1.2,17.0,73.0,2.1,948.9,0.0,19.6,52.0,2.2,948.4,5.4,17.5,69.0,2.2
863,863,863,2023-05-22,96,73,45,1.2,17.0,23.3,13.2,2.1,6.6,949.9,1,948.9,0.0,19.6,52.0,2.2,948.4,5.4,17.5,69.0,2.2,953.5,16.0,14.0,93.0,2.5
864,864,864,2023-05-23,70,52,27,0.0,19.6,26.2,13.5,2.2,7.8,948.9,1,948.4,5.4,17.5,69.0,2.2,953.5,16.0,14.0,93.0,2.5,954.1,0.0,19.2,54.0,2.6
865,865,865,2023-05-24,96,69,47,5.4,17.5,24.7,13.9,2.2,11.4,948.4,1,953.5,16.0,14.0,93.0,2.5,954.1,0.0,19.2,54.0,2.6,952.8,0.0,19.3,64.0,2.2
866,866,866,2023-05-25,99,93,77,16.0,14.0,17.0,12.7,2.5,9.2,953.5,1,954.1,0.0,19.2,54.0,2.6,952.8,0.0,19.3,64.0,2.2,950.5,5.4,17.7,78.0,1.9
867,867,867,2023-05-26,82,54,31,0.0,19.2,26.1,12.4,2.6,8.6,954.1,1,952.8,0.0,19.3,64.0,2.2,950.5,5.4,17.7,78.0,1.9,951.1,5.4,16.4,80.0,1.5
868,868,868,2023-05-27,92,64,46,0.0,19.3,24.7,14.5,2.2,10.1,952.8,1,950.5,5.4,17.7,78.0,1.9,951.1,5.4,16.4,80.0,1.5,950.7,3.0,19.0,59.0,2.3
869,869,869,2023-05-28,99,78,56,5.4,17.7,23.0,14.1,1.9,11.4,950.5,1,951.1,5.4,16.4,80.0,1.5,950.7,3.0,19.0,59.0,2.3,951.5,0.0,17.6,70.0,2.2
870,870,870,2023-05-29,99,80,50,5.4,16.4,20.8,13.3,1.5,6.6,951.1,1,950.7,3.0,19.0,59.0,2.3,951.5,0.0,17.6,70.0,2.2,948.6,0.0,19.5,60.0,2.2
871,871,871,2023-05-30,96,59,32,3.0,19.0,24.9,13.3,2.3,10.0,950.7,1,951.5,0.0,17.6,70.0,2.2,948.6,0.0,19.5,60.0,2.2,950.4,0.0,17.9,72.0,1.8
872,872,872,2023-06-01,88,70,41,0.0,17.6,24.1,13.1,2.2,7.4,951.5,2,948.6,0.0,19.5,60.0,2.2,950.4,0.0,17.9,72.0,1.8,951.6,22.5,15.3,88.0,1.9
873,873,873,2023-06-02,76,60,42,0.0,19.5,25.6,14.9,2.2,7.1,948.6,2,950.4,0.0,17.9,72.0,1.8,951.6,22.5,15.3,88.0,1.9,950.8,1.4,16.5,82.0,1.3
874,874,874,2023-06-03,85,72,53,0.0,17.9,21.6,14.7,1.8,6.1,950.4,2,951.6,22.5,15.3,88.0,1.9,950.8,1.4,16.5,82.0,1.3,950.5,0.2,18.4,74.0,1.6
875,875,875,2023-06-04,99,88,74,22.5,15.3,18.8,12.6,1.9,6.4,951.6,2,950.8,1.4,16.5,82.0,1.3,950.5,0.2,18.4,74.0,1.6,951.3,5.0,17.9,79.0,2.0
876,876,876,2023-06-05,97,82,54,1.4,16.5,22.3,13.2,1.3,4.9,950.8,2,950.5,0.2,18.4,74.0,1.6,951.3,5.0,17.9,79.0,2.0,949.4,0.6,18.7,82.0,1.4
877,877,877,2023-06-06,90,74,56,0.2,18.4,23.8,12.6,1.6,5.4,950.5,2,951.3,5.0,17.9,79.0,2.0,949.4,0.6,18.7,82.0,1.4,948.2,3.8,17.8,88.0,1.4
878,878,878,2023-06-07,98,79,56,5.0,17.9,22.8,13.6,2.0,9.3,951.3,2,949.4,0.6,18.7,82.0,1.4,948.2,3.8,17.8,88.0,1.4,947.5,0.0,19.1,73.0,1.9
879,879,879,2023-06-08,96,82,66,0.6,18.7,22.4,14.9,1.4,5.6,949.4,2,948.2,3.8,17.8,88.0,1.4,947.5,0.0,19.1,73.0,1.9,948.0,4.2,19.2,68.0,2.5
880,880,880,2023-06-09,99,88,77,3.8,17.8,20.3,16.0,1.4,5.1,948.2,2,947.5,0.0,19.1,73.0,1.9,948.0,4.2,19.2,68.0,2.5,948.2,9.8,18.8,78.0,1.8
881,881,881,2023-06-10,97,73,54,0.0,19.1,23.9,14.5,1.9,6.0,947.5,2,948.0,4.2,19.2,68.0,2.5,948.2,9.8,18.8,78.0,1.8,946.0,5.0,16.2,86.0,1.8
882,882,882,2023-06-11,94,68,47,4.2,19.2,25.8,15.7,2.5,10.6,948.0,2,948.2,9.8,18.8,78.0,1.8,946.0,5.0,16.2,86.0,1.8,946.9,15.3,17.0,84.0,1.4
883,883,883,2023-06-12,97,78,58,9.8,18.8,23.8,15.0,1.8,8.2,948.2,2,946.0,5.0,16.2,86.0,1.8,946.9,15.3,17.0,84.0,1.4,949.5,0.0,19.7,66.0,2.2
884,884,884,2023-06-13,96,86,67,5.0,16.2,17.3,14.6,1.8,6.4,946.0,2,946.9,15.3,17.0,84.0,1.4,949.5,0.0,19.7,66.0,2.2,950.0,0.0,21.2,57.0,2.1
885,885,885,2023-06-14,96,84,58,15.3,17.0,22.5,14.5,1.4,6.6,946.9,2,949.5,0.0,19.7,66.0,2.2,950.0,0.0,21.2,57.0,2.1,950.3,0.0,21.7,61.0,1.9
886,886,886,2023-06-15,83,66,42,0.0,19.7,25.5,14.9,2.2,8.8,949.5,2,950.0,0.0,21.2,57.0,2.1,950.3,0.0,21.7,61.0,1.9,951.5,1.4,21.3,69.0,1.8
887,887,887,2023-06-16,74,57,34,0.0,21.2,26.9,15.4,2.1,6.9,950.0,2,950.3,0.0,21.7,61.0,1.9,951.5,1.4,21.3,69.0,1.8,952.1,1.4,21.7,79.0,1.4
888,888,888,2023-06-17,78,61,44,0.0,21.7,26.7,16.6,1.9,5.5,950.3,2,951.5,1.4,21.3,69.0,1.8,952.1,1.4,21.7,79.0,1.4,953.4,0.0,22.1,71.0,1.4
889,889,889,2023-06-18,93,69,53,1.4,21.3,25.0,17.4,1.8,6.1,951.5,2,952.1,1.4,21.7,79.0,1.4,953.4,0.0,22.1,71.0,1.4,954.4,0.0,23.2,65.0,1.7
890,890,890,2023-06-19,95,79,55,1.4,21.7,26.5,17.0,1.4,4.6,952.1,2,953.4,0.0,22.1,71.0,1.4,954.4,0.0,23.2,65.0,1.7,953.7,0.2,22.9,65.0,2.2
891,891,891,2023-06-20,91,71,48,0.0,22.1,26.8,19.0,1.4,5.1,953.4,2,954.4,0.0,23.2,65.0,1.7,953.7,0.2,22.9,65.0,2.2,951.9,0.0,24.3,52.0,2.0
892,892,892,2023-06-21,81,65,47,0.0,23.2,28.2,18.3,1.7,5.4,954.4,2,953.7,0.2,22.9,65.0,2.2,951.9,0.0,24.3,52.0,2.0,954.1,0.0,23.0,43.0,2.0
893,893,893,2023-06-22,84,65,42,0.2,22.9,27.3,19.1,2.2,9.2,953.7,2,951.9,0.0,24.3,52.0,2.0,954.1,0.0,23.0,43.0,2.0,952.8,0.0,23.2,52.0,2.0
894,894,894,2023-06-23,74,52,29,0.0,24.3,31.1,18.4,2.0,7.6,951.9,2,954.1,0.0,23.0,43.0,2.0,952.8,0.0,23.2,52.0,2.0,951.6,0.0,25.1,58.0,1.7
895,895,895,2023-06-24,69,43,25,0.0,23.0,28.6,17.6,2.0,6.9,954.1,2,952.8,0.0,23.2,52.0,2.0,951.6,0.0,25.1,58.0,1.7,948.6,0.0,25.7,61.0,1.7
896,896,896,2023-06-25,71,52,39,0.0,23.2,28.6,18.0,2.0,6.8,952.8,2,951.6,0.0,25.1,58.0,1.7,948.6,0.0,25.7,61.0,1.7,949.7,6.5,22.9,74.0,1.6
897,897,897,2023-06-26,79,58,36,0.0,25.1,31.2,18.4,1.7,5.6,951.6,2,948.6,0.0,25.7,61.0,1.7,949.7,6.5,22.9,74.0,1.6,952.3,12.8,17.5,94.0,1.9
898,898,898,2023-06-27,80,61,46,0.0,25.7,31.0,20.9,1.7,5.9,948.6,2,949.7,6.5,22.9,74.0,1.6,952.3,12.8,17.5,94.0,1.9,947.8,5.6,16.9,89.0,1.5
899,899,899,2023-06-28,95,74,54,6.5,22.9,26.7,19.3,1.6,10.4,949.7,2,952.3,12.8,17.5,94.0,1.9,947.8,5.6,16.9,89.0,1.5,944.6,0.0,20.3,73.0,1.7
900,900,900,2023-06-29,98,94,86,12.8,17.5,20.6,15.3,1.9,6.8,952.3,2,947.8,5.6,16.9,89.0,1.5,944.6,0.0,20.3,73.0,1.7,946.0,0.0,22.7,67.0,1.7
901,901,901,2023-06-30,96,89,74,5.6,16.9,19.9,14.5,1.5,6.2,947.8,2,944.6,0.0,20.3,73.0,1.7,946.0,0.0,22.7,67.0,1.7,947.5,0.0,23.2,68.0,1.7
902,902,902,2023-07-01,91,73,53,0.0,20.3,26.2,14.1,1.7,5.6,944.6,2,946.0,0.0,22.7,67.0,1.7,947.5,0.0,23.2,68.0,1.7,949.8,0.4,21.6,72.0,1.6
903,903,903,2023-07-02,84,67,51,0.0,22.7,27.8,16.9,1.7,5.3,946.0,2,947.5,0.0,23.2,68.0,1.7,949.8,0.4,21.6,72.0,1.6,949.7,0.0,21.8,66.0,1.6
904,904,904,2023-07-03,83,68,42,0.0,23.2,27.5,19.5,1.7,8.4,947.5,2,949.8,0.4,21.6,72.0,1.6,949.7,0.0,21.8,66.0,1.6,951.6,0.0,20.8,67.0,1.9
905,905,905,2023-07-04,91,72,54,0.4,21.6,26.2,17.6,1.6,6.0,949.8,2,949.7,0.0,21.8,66.0,1.6,951.6,0.0,20.8,67.0,1.9,956.2,0.0,21.5,70.0,1.4
906,906,906,2023-07-05,82,66,55,0.0,21.8,27.5,16.7,1.6,5.6,949.7,2,951.6,0.0,20.8,67.0,1.9,956.2,0.0,21.5,70.0,1.4,956.8,0.0,23.0,68.0,1.4
907,907,907,2023-07-06,88,67,49,0.0,20.8,27.3,17.0,1.9,10.0,951.6,2,956.2,0.0,21.5,70.0,1.4,956.8,0.0,23.0,68.0,1.4,956.9,0.0,25.6,63.0,1.8
908,908,908,2023-07-07,83,70,53,0.0,21.5,26.2,16.7,1.4,5.5,956.2,2,956.8,0.0,23.0,68.0,1.4,956.9,0.0,25.6,63.0,1.8,956.1,0.0,27.1,63.0,1.8
909,909,909,2023-07-08,84,68,52,0.0,23.0,27.9,19.4,1.4,5.5,956.8,2,956.9,0.0,25.6,63.0,1.8,956.1,0.0,27.1,63.0,1.8,953.1,0.0,26.7,66.0,1.8
910,910,910,2023-07-09,81,63,43,0.0,25.6,31.8,19.3,1.8,5.6,956.9,2,956.1,0.0,27.1,63.0,1.8,953.1,0.0,26.7,66.0,1.8,950.9,0.0,23.7,78.0,1.8
911,911,911,2023-07-10,75,63,44,0.0,27.1,32.9,21.9,1.8,5.4,956.1,2,953.1,0.0,26.7,66.0,1.8,950.9,0.0,23.7,78.0,1.8,950.2,3.4,23.5,78.0,1.5
912,912,912,2023-07-11,84,66,47,0.0,26.7,31.8,21.9,1.8,6.0,953.1,2,950.9,0.0,23.7,78.0,1.8,950.2,3.4,23.5,78.0,1.5,952.8,0.2,22.6,82.0,1.9
913,913,913,2023-07-12,94,78,64,0.0,23.7,26.2,21.3,1.8,6.6,950.9,2,950.2,3.4,23.5,78.0,1.5,952.8,0.2,22.6,82.0,1.9,952.3,0.0,24.0,72.0,1.3
914,914,914,2023-07-13,96,78,52,3.4,23.5,28.6,19.9,1.5,5.1,950.2,2,952.8,0.2,22.6,82.0,1.9,952.3,0.0,24.0,72.0,1.3,951.8,0.0,25.2,69.0,1.7
915,915,915,2023-07-14,96,82,64,0.2,22.6,25.6,20.5,1.9,6.3,952.8,2,952.3,0.0,24.0,72.0,1.3,951.8,0.0,25.2,69.0,1.7,953.2,0.0,26.3,69.0,1.7
916,916,916,2023-07-15,92,72,56,0.0,24.0,28.7,20.4,1.3,4.4,952.3,2,951.8,0.0,25.2,69.0,1.7,953.2,0.0,26.3,69.0,1.7,953.1,0.0,26.9,71.0,1.5
917,917,917,2023-07-16,84,69,49,0.0,25.2,30.8,20.5,1.7,5.6,951.8,2,953.2,0.0,26.3,69.0,1.7,953.1,0.0,26.9,71.0,1.5,948.0,0.0,27.4,58.0,1.8
918,918,918,2023-07-17,82,69,51,0.0,26.3,32.1,21.4,1.7,5.9,953.2,2,953.1,0.0,26.9,71.0,1.5,948.0,0.0,27.4,58.0,1.8,946.1,0.0,25.6,58.0,1.7
919,919,919,2023-07-18,86,71,54,0.0,26.9,32.6,21.4,1.5,5.3,953.1,2,948.0,0.0,27.4,58.0,1.8,946.1,0.0,25.6,58.0,1.7,944.8,0.0,24.7,67.0,1.8
920,920,920,2023-07-19,82,58,27,0.0,27.4,34.2,21.9,1.8,6.6,948.0,2,946.1,0.0,25.6,58.0,1.7,944.8,0.0,24.7,67.0,1.8,949.1,0.0,23.6,64.0,1.5
921,921,921,2023-07-20,79,58,40,0.0,25.6,30.6,21.6,1.7,5.5,946.1,2,944.8,0.0,24.7,67.0,1.8,949.1,0.0,23.6,64.0,1.5,951.0,0.0,24.2,60.0,1.9
922,922,922,2023-07-21,87,67,49,0.0,24.7,30.7,20.4,1.8,8.1,944.8,2,949.1,0.0,23.6,64.0,1.5,951.0,0.0,24.2,60.0,1.9,946.5,1.6,21.3,85.0,1.7
923,923,923,2023-07-22,83,64,50,0.0,23.6,28.9,19.2,1.5,4.9,949.1,2,951.0,0.0,24.2,60.0,1.9,946.5,1.6,21.3,85.0,1.7,939.4,0.2,22.6,63.0,1.5
924,924,924,2023-07-23,83,60,41,0.0,24.2,30.7,17.3,1.9,7.2,951.0,2,946.5,1.6,21.3,85.0,1.7,939.4,0.2,22.6,63.0,1.5,945.8,0.0,21.5,36.0,2.1
925,925,925,2023-07-24,96,85,69,1.6,21.3,24.4,18.7,1.7,7.4,946.5,2,939.4,0.2,22.6,63.0,1.5,945.8,0.0,21.5,36.0,2.1,950.4,0.0,20.3,52.0,1.9
926,926,926,2023-07-25,98,63,26,0.2,22.6,28.9,17.1,1.5,5.9,939.4,2,945.8,0.0,21.5,36.0,2.1,950.4,0.0,20.3,52.0,1.9,949.3,0.0,21.9,62.0,1.7
927,927,927,2023-07-26,53,36,22,0.0,21.5,27.9,15.9,2.1,6.6,945.8,2,950.4,0.0,20.3,52.0,1.9,949.3,0.0,21.9,62.0,1.7,949.2,14.8,22.9,68.0,1.7
928,928,928,2023-07-27,74,52,39,0.0,20.3,25.7,15.4,1.9,6.1,950.4,2,949.3,0.0,21.9,62.0,1.7,949.2,14.8,22.9,68.0,1.7,948.6,2.6,23.2,71.0,1.8
929,929,929,2023-07-28,80,62,44,0.0,21.9,28.0,17.0,1.7,6.7,949.3,2,949.2,14.8,22.9,68.0,1.7,948.6,2.6,23.2,71.0,1.8,948.5,0.0,23.6,62.0,1.5
930,930,930,2023-07-29,94,68,52,14.8,22.9,28.1,18.0,1.7,10.1,949.2,2,948.6,2.6,23.2,71.0,1.8,948.5,0.0,23.6,62.0,1.5,941.9,0.0,23.6,66.0,1.7
931,931,931,2023-07-30,94,71,44,2.6,23.2,29.8,18.2,1.8,9.2,948.6,2,948.5,0.0,23.6,62.0,1.5,941.9,0.0,23.6,66.0,1.7,942.4,0.0,23.7,59.0,1.7
932,932,932,2023-07-31,78,62,48,0.0,23.6,28.4,18.9,1.5,5.5,948.5,2,941.9,0.0,23.6,66.0,1.7,942.4,0.0,23.7,59.0,1.7,941.0,0.0,23.8,66.0,1.9
933,933,933,2023-08-01,83,66,50,0.0,23.6,28.7,19.2,1.7,6.3,941.9,2,942.4,0.0,23.7,59.0,1.7,941.0,0.0,23.8,66.0,1.9,943.6,7.2,17.7,62.0,2.8
934,934,934,2023-08-02,89,59,37,0.0,23.7,30.1,18.9,1.7,5.6,942.4,2,941.0,0.0,23.8,66.0,1.9,943.6,7.2,17.7,62.0,2.8,954.0,0.0,22.3,60.0,1.7
935,935,935,2023-08-03,87,66,28,0.0,23.8,30.2,19.0,1.9,6.7,941.0,2,943.6,7.2,17.7,62.0,2.8,954.0,0.0,22.3,60.0,1.7,957.2,0.0,23.5,64.0,1.7
936,936,936,2023-08-04,92,62,37,7.2,17.7,24.3,12.9,2.8,12.1,943.6,2,954.0,0.0,22.3,60.0,1.7,957.2,0.0,23.5,64.0,1.7,956.3,0.0,24.5,68.0,1.5
937,937,937,2023-08-10,82,60,36,0.0,22.3,28.3,17.1,1.7,5.4,954.0,2,957.2,0.0,23.5,64.0,1.7,956.3,0.0,24.5,68.0,1.5,954.8,0.0,24.4,66.0,1.8
938,938,938,2023-08-11,80,64,45,0.0,23.5,29.5,18.1,1.7,5.9,957.2,2,956.3,0.0,24.5,68.0,1.5,954.8,0.0,24.4,66.0,1.8,954.5,0.0,24.0,66.0,2.0
939,939,939,2023-08-12,81,68,51,0.0,24.5,29.3,20.1,1.5,4.8,956.3,2,954.8,0.0,24.4,66.0,1.8,954.5,0.0,24.0,66.0,2.0,953.5,0.0,25.3,63.0,1.8
940,940,940,2023-08-13,82,66,46,0.0,24.4,29.7,21.3,1.8,7.6,954.8,2,954.5,0.0,24.0,66.0,2.0,953.5,0.0,25.3,63.0,1.8,953.8,2.4,24.9,70.0,1.8
941,941,941,2023-08-14,84,66,50,0.0,24.0,30.0,19.6,2.0,7.3,954.5,2,953.5,0.0,25.3,63.0,1.8,953.8,2.4,24.9,70.0,1.8,952.7,26.7,24.1,69.0,2.5
942,942,942,2023-08-15,78,63,48,0.0,25.3,31.0,20.0,1.8,5.6,953.5,2,953.8,2.4,24.9,70.0,1.8,952.7,26.7,24.1,69.0,2.5,952.5,0.0,24.1,64.0,1.9
943,943,943,2023-08-16,92,70,49,2.4,24.9,31.3,21.1,1.8,7.0,953.8,2,952.7,26.7,24.1,69.0,2.5,952.5,0.0,24.1,64.0,1.9,953.7,0.0,26.2,65.0,1.6
944,944,944,2023-08-17,94,69,38,26.7,24.1,30.5,16.2,2.5,16.6,952.7,2,952.5,0.0,24.1,64.0,1.9,953.7,0.0,26.2,65.0,1.6,955.9,0.0,26.6,62.0,1.8
945,945,945,2023-08-18,78,64,47,0.0,24.1,30.4,17.7,1.9,5.6,952.5,2,953.7,0.0,26.2,65.0,1.6,955.9,0.0,26.6,62.0,1.8,957.0,0.0,27.2,55.0,1.9
946,946,946,2023-08-19,84,65,47,0.0,26.2,31.9,20.4,1.6,5.7,953.7,2,955.9,0.0,26.6,62.0,1.8,957.0,0.0,27.2,55.0,1.9,954.9,0.0,27.6,51.0,2.0
947,947,947,2023-08-20,72,62,47,0.0,26.6,32.4,21.4,1.8,5.1,955.9,2,957.0,0.0,27.2,55.0,1.9,954.9,0.0,27.6,51.0,2.0,953.1,0.0,28.5,51.0,2.0
948,948,948,2023-08-21,71,55,36,0.0,27.2,33.4,22.4,1.9,5.8,957.0,2,954.9,0.0,27.6,51.0,2.0,953.1,0.0,28.5,51.0,2.0,952.5,0.0,28.0,46.0,2.1
949,949,949,2023-08-22,63,51,34,0.0,27.6,34.1,22.5,2.0,5.7,954.9,2,953.1,0.0,28.5,51.0,2.0,952.5,0.0,28.0,46.0,2.1,949.3,0.0,27.4,51.0,1.8
950,950,950,2023-08-23,64,51,32,0.0,28.5,35.7,23.0,2.0,6.7,953.1,2,952.5,0.0,28.0,46.0,2.1,949.3,0.0,27.4,51.0,1.8,947.3,0.0,23.9,63.0,1.8
951,951,951,2023-08-24,57,46,35,0.0,28.0,35.2,23.4,2.1,7.0,952.5,2,949.3,0.0,27.4,51.0,1.8,947.3,0.0,23.9,63.0,1.8,943.1,38.8,19.7,82.0,2.1
952,952,952,2023-08-25,66,51,38,0.0,27.4,33.3,22.5,1.8,5.5,949.3,2,947.3,0.0,23.9,63.0,1.8,943.1,38.8,19.7,82.0,2.1,936.7,59.7,14.8,91.0,1.9
953,953,953,2023-08-26,86,63,44,0.0,23.9,29.1,20.6,1.8,10.7,947.3,2,943.1,38.8,19.7,82.0,2.1,936.7,59.7,14.8,91.0,1.9,939.5,2.2,17.4,62.0,2.3
954,954,954,2023-08-27,94,82,45,38.8,19.7,24.1,15.2,2.1,9.6,943.1,2,936.7,59.7,14.8,91.0,1.9,939.5,2.2,17.4,62.0,2.3,942.4,0.0,18.3,57.0,1.7
